0,0,0,0,0.91879,0,0,0,0,0,0,0,0,0.23789,0,0.0093659,0,0,0,0,0,0,0.018732,0,0,0,0,0,0,0,0,0,0,0,0.12558,0,0,0.0076987,0,0,0,0.0090969,0.0354,0.027163,0,0,0,0.0086587,0,0.022642,0,0.0177,0,0,0,0,0.024005,0,0,0.030589,0,0.28194,0,0,0.17297,0,0.83351,0.083056,0,0,0,0,0,0,0.03572,0,0,0,0,0,0,0,0.030387,0,0,0,0,0.01689,0,0,0.56074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0073359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010041,0,0,0.010219,0,0,0,0,0.0087337,0,0,0,0,0,0,0,0
0,0,0.0085218,0.020672,0,0,0,0,0,0.18198,0.022076,0,0,0,0.44151,0,0.016382,0,0,0,0,0,0,0,0,0.10979,0,0.28935,0.051131,0.0072327,0.0086763,0.0074573,0,0.22915,0,0.21267,0,0,0,0,0,0,0,0,0.015483,0,0,0,0,0,0.14709,0,0.22428,0.026281,0.90123,0,0,0,0,0,0,0.022173,0.040735,0.043649,0,0.055556,0,0,0.26149,0,0,0.010692,0.19528,0.034859,0,0.03429,0.067729,0.014782,0.16102,0,0,0,0,0,0.23364,0.22131,0,1.1831,0,0,0,0,0,0.084341,0,0.041187,0,0.22786,0.092094,0.0078178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0085218,0,0,0,0,0,0,0,0,0,0,0,0.34692,0,0,0,0,0,0,0,0,0,0.82765,0,0,0,0,0.30588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14039,0,0,0,0,0,0,0,0.011906,0,0,0,0,0.061382,0.010204,0,0,0,0,0,0,0,0.28658,0,0,0,0,0.75495,0,0,0,0,0,0,0.010114,0,0,0,0,0,0,0,0,0.0095498,0,0,0,0,0,0,0,0.20538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.020672,0,0,0,0,0,0,0,0,0,0,0,0.0082507,0,0,0,0,0.026444,0,0.035223,0,0,0,0,0.93001,0,0,0.038052,0,0.019371,0.16649,0,0.1681,0,0,0,0,0,0,0.15947,0,0,0,0,0.31704,0.48961,0,0.017284,0,0.086419,0,0,0,0,0,0,0.19085,0,0.0071611,0,0.0082507,0,0.0097451,0,0,0,0,0,0,0,0,0,0,0,0.15311,0,0.041253,0,0,0,0.016357,0,0,0.10031,0,0.0069775,0.015816,0,0,0,0.009144,0,0,0,0.13027,0,0.025437,0.031633,0.30545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.91879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0089414,0,0,0,0,0.020036,0,0,0.095807,0,0,0,0.09434,0,0.2723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30136,0,0,0,0,0.079721,0,0,0.0095704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5536,0,0,0,0,0,0.53436,0,0,0,0,0,0,0,0,0,0,0,0,0.01993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0089795,0,0,0,0,0,0.038038,0,0,0,0,0,0.21984,0,0.013218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0082681,0,0.046516,0,0,0,0,0,0,0.56558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.13065,0.021582,0,0,0,0,0,0,0,0,0,0,0,0,0.025649,0,0,0.01056,0,0,0,0,0,0,0,0.028287,0,0,0.23174,0,0,0,0,0.044426,0,0,0,0,0,0,0.0177,0,0,0,0,0.089856,0.009984,0.037463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2374,0,0,0,0.50274,0,0,0.40233,0,0.10951,0,0.013158,0,0,0.083714,0.018194,0,0,0,0,0,0,0,0,0,0,0,0,0.0090123,0,0,0,0,0.039736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011194,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067592,0,0,0.066227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.015604,0,0,0,0,0,0,0,0,0,0.1644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027027,0,0,0,0,0,0.11125,0,0,0,0,0,0,0,0.031068,0,0,0,0,0.014046,0,0.12878,0.053692,0,0,0,0,0.084335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.18796,0.037258,0,0,0,0,0,0,0,0,0,0,0,0,0.02214,0,0,0,0,0,0,0,0,0,0,0.70809,0,0,0.21004,0,0,0,0,0.076697,0,0,0,0,0,0,0,0,0,0,0,0,0.025854,0.12127,0,0,0,0,0,0.023338,0,0,0,0,0,0.18864,0,0,0,0,0,0.083831,0,0,0,0.10156,0,0,0.19629,0,0.0078772,0,0,0,0,0,0,0,0,0,0,0,0,0.019705,0,0,0,0,0,0,0,0,0,0,0.1029,0,0.011002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0097092,0,0,0,0,0,0,0,0,0,0.0277,0.011669,0,0,0,0.057362,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04967,0,0,0,0,0.16137,0,0.70711,0,0,0,0,0,0,0,0,0,0,0,0.029463,0,0,0.045644,0,0,0,0,0,0,0,0.32224,0,0,0,0,0,0.0087092,0,0.77058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049029,0.028307,0,0,0.94387,0.062746,0,0,0,0,0.043129,0,0,0,0,0,0,0.033951,0,0,0,0,0,0,0,0.0086258,0.053593,0,0,0.28198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.18198,0,0,0,0,0,0,0,0,0,0,0,0.025142,0.0083438,0,0,0,0,0,0,0,0,0,0,0.0073229,0,0,0,0,0,0,0,0.0074239,0,0.051674,0,0,0,0,0,0,0,0,0,0,0.36107,0,0,0,0.035112,0,0,0.99828,0,0,0,0,0,0,0,0,0,0,0,0.062994,0,0,0.012354,0,0,0,0.016402,0.023716,0,0,0,0,0,0,0,0,0,0,0.13586,0,0,0,0,0,0,0,0,0,0,0,0,0.0086124,0.040164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
