0,0,0,0.13565,0,0,0,0,0,0,0,0.15778,0,0.22778,0,0,0,0,0.67824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077349,0,0,0,0,0.17228,0.042143,0,0,0,0,1.3302,0,0,0,0,0,0,0,0.43463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45997,0,0,0.1044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.30258,0,0,0,0,0.059491,0.42743,0,0,0,0,0,0.41032,0.16679,0,0,0,0,0,0,0,0.071196,0,0,0.062914,0,0,0.088714,0.034179,0.068627,0.032225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18374,0,0,0,0.12586,0,0,0.084384,0,0.21753,0,0,0.21954,0,0,0,0.11393,0,0,0,0,0.029756,0,0,0.023759,0,0.033944,0.11601,0,0,0,0,0,0,0,0,0,0,0,0.06871,0,0,0.22326,0,0,0.38687,0.093281,0.49511,0,0,0,0,0.68016,0,0,0,0,0,0,0,0,0,0,0,0,0.044687,0,0,0,0,0.27104,0,0,0.036539,0,0,0,0,0.086645,0.065117,0,0,0,0,0.022326,0.6509,0,0,0,0,0.1105,0,0,0,0,0,1.0733,0.65872,0,0,0,0.03501,0,0,0,0,0,0.078124,0,0,1.5771,0,2.1424,0,0,0,0.11393,0.080311,0.48947,0.06526,0,0,0,0,1.063,0,0,0,0,1.12,0,0,0,0,0.035432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19183
0,0,0,0,0,0.046978,0.021167,0.038925,0.026352,0,0.054956,0,0,0,0,0,0.050637,0.34655,0,0.024225,0,0,0,0.5003,0,0,0.093956,0.40081,0.060563,0,0.069392,0,0,0.048113,1.0958,0,0.024056,1.1094,0,0.066421,0.42098,0.040226,0,0,0,0.026803,0.037978,0.10206,0.25246,0,0,0.042058,0.46225,0,0,0,0,0,0,0,0.41285,0,0,0,0,0.036662,0,0,0,0,0,0,0,0,0.26756,0,0,0.58175,0,0,0.078896,0,0.10468,0.049507,0,0,0.61344,0,0,0,0,0,0.02357,0,0,0,0,0,0,0,0,0,0.03264,0,0,0,0,0.11062,0.051814,0.027277,0,0.15625,0.35602,0,0,0,0,0.13868,0,0,0,0,0,0,0,0,0.21986,0,0,0,0,0.066621,0,0,0.12964,0,0,0,0.021398,0,0,0,0.052917,0,0,0,0,0,0,0,0,0,0,0.20165,0,0,0.042333,0,0,0,0.27559,0,0,0.11785,0,0,0.14434,0,0.046978,0.10335,0.02268,0,0,0,0,0,0,0,0.054399,0,0,0,0,0.051031,0,0,0,0,0,0,0,0,0.028187,0,0,0,0,0.17276,0.11625,0
0.13565,0,0,0,0.079753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034534,0,0,1.3977,0,0.039707,0,0.10238,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3949,0,0,0,0,0,0,0.088594,0,0,0.024419,0,0,0,0,0,0,0,0,0,0.68309,0.034683,0.15466,0,0.20333,0,0.17,0,0,0,0,0,0,0,0,0,0,0.27907,0,0,0,0,0,0,0.1275,0,0,0,0,0,0.19922,0,0,0.14384,0,0.49704,0,0,0,0.14329,0,0,0,0.088507,0.061048,1.0519,0,0,0,0,0,0.027842,0,0,0.06375,0,0,0.025416,0,2.3268,0.14265,0.040757,0.046244,0,0,0,0,0,0,0,0,0,0,0,0,0.066034,0,0.18424,0,0,0,0,0.044727,0.028077,0,0,0,0.11231,0,0,0,0.035509,0,0,0,0.021786,0,0,0.048529,0,0,0.97121,0,0,0.050833,0,0,2.936,0.38341,0,0,0,0,0,0.023392,0.038945,0.02299,0,0,0,0.19196,0,0.065869,0,0,0.044861,0,2.0819,0,0,0,0,0,0.43795,0,0,0,0.030568
0,0,0,0.079753,0,0.29788,0,0,0,0,0.14223,0.095667,0,0,0,0,0,1.0651,0,0.021944,0,0,0,0,0.028307,0,0,0.079696,0,0.12033,0.044898,0,0.97564,0,0,0,0,0,0,0.10028,0.065372,0,0.14263,0,0.092916,0.097114,0.034401,0,0,0,0.12403,0,0,0.16121,0,0,0,0,0,0,0,0.078273,0,0,0,0,0,0,0,0.098312,0,0,0,0,0.87099,0,0,0.40678,0,0,0.18377,0.04185,0,0,0,0,0,0.06233,0.023295,0.028161,0,0,0.19215,0,0,0,0,0,0,0,0.044519,0,0.18725,0,0,0,0,0,0,0,0,0,0,0,0,0.35897,0,0,0,0,0,0.031009,0,0.093181,0,0,0.025976,0,0,0,0,0,0,1.1408,0,0.33869,0.038837,0,0,0,0,0,0,0,0,0,0.17903,0.1163,0.19512,0.24072,0.028456,0.24273,2.5514,0,0,0,0,0.51364,0,0,0.28084,0,0.3225,0,0,0,0,0,0.45958,0.12482,0,0,0,0,0.46308,0,0.20055,0.055648,0,2.9163,0,0,0,0,0,0.4041,0,0,0,0,1.3004,0,0,0,0,0,0,0,0,0.06115
0,0.30258,0.046978,0,0.29788,0,0,0,0,0,0.78603,0,0.22097,0,0,0,0,0.033491,0,0,0,0,0,0,0,0,0,0,0.02185,0.16975,0.026824,0,0,0.065094,0,0,0.43396,0.061441,0,0.029955,0,0,0,0,0,0,0,0,0.02397,0,0.20585,0,0.093811,0,0,0,0,0,0.20426,0,0,0.67548,0,0.23687,0,0,0,0,0.022327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17183,0,0,0,0,0,0,0,0.14882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45099,0.098806,0,0.027446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037008,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030314,0,0.11693,0,0,0,0,0,0,0,0,0,0.2148,0,0,0,0,0,0,0,0.25307,0,0.37846,0,0,0,0,0,0,0,0,0.022493,0,0,0,0,0,0,0,0,0,0,0.056082,0,0,0,0
0,0,0.021167,0,0,0,0,0,0.053548,0,0.32704,0,0,0,0,0,0,0,0,0.073838,0.043011,0.34869,0,0,0,0,0,0,0,0,0,0,0.023789,0,0,0,0.15887,0.029661,0,0.056237,0.13443,0,0,0,0,0,0.12862,0,0,0.085194,0,0.29912,0,0.024109,0.027,0.025337,0,0,0,0,0.062473,0.13657,0,0,0,0,0.048882,0,0,0,0,0,0,0,0.16141,0.041204,0,0,0,0.17891,0,0,0.047269,0,0,0,0,0,0.052257,0,0,0,0.071842,0,0,0,0,0,0,0,0,0,0,0,0,0.021278,0.44616,0,0,0,0,0.042333,0,0,0,0,0,0,0,0,0,0.057967,0.078386,0,0.022235,0.16593,0,0.28922,0,0,0,0,0,0,0.023947,0,0,0.22225,0.02174,0,0,0,0,0,0,0,0,0,0,0.027,0,0.037552,0,0,0,0,0,0,0,0,0.12833,0,0,0,0,0.023043,0,0.036919,0,0.035,0,0.036919,0,0,0,0,0,0.12483,0.044216,0,0,0,0.13537,0.025924,0.07601,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55117,0
0,0,0.038925,0,0,0,0,0,0.024618,0,0,0,0,0,0,0,0,0,0,0,0.039548,0.22901,0,0,0,0,0,0,0,0,0.15743,0,0,0,0,0,0.044947,0.054545,0,0,0.03371,0,0,0,0.028748,0,0.023652,0,0,0.087039,0,0.13097,0,0,0,0,0,0,0,0,0.04103,0.026908,0,0,0,0,0,0,0,0,0.034945,0,0,0.021455,0.67175,0,0,0,0,0.041126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14035,0,0,0.084941,0,0,0,0,0,0,0,0,0,0,0,0.03198,0.036037,0,0,0,0,0,0,0,0,0,0,0,0.022019,0,0,0,0.14993,0,0,0,0,0.082193,0,0,0,0,0,0.024826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19069,0,0,0,0,0.86871,0.26026,0,0,0,0,0,0.32139,0,0,0,0,0,0.21453,0,0,0,0,0,0.051709,0,1.0746,0.21943,0,0,0.077448,0,0,0.02715,0
0,0,0.026352,0,0,0,0.053548,0.024618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57853,0,0,0,0.038162,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031544,0,0,0,0,0.53333,0,0,0,0,0.48693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044137,0,0,0,0,0,0,0,0.035806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052432,0,0,0,0,0,0,0,0,0.043853,0,0,0,0,0,0,0,0,0,0.12524,0,0,0.035654,0,0,0,0.059628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048412,0,0,0,0,0.41312,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5057,0,0,0,0,0,0,0,0,0,0,0,0.07151,0,0,0,0,0,0,0,0.14783,0.1919,0,0,0.17838,0,0,0,0,0.047088,0,0,0,0,0,0,0,0,0.3743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
